POPULATION,AREA,OCCUPANCY,CAPACITY,Min_Temp_C,Max_Temp_C,Unemployment_Rate
28345,1.4,14,27,-0.7,3.0,10.3
16425,4.1,26,30,-0.7,3.0,10.3
17825,0.4,18,18,-0.7,3.0,10.3
16310,1.4,27,28,-0.7,3.0,10.3
16310,1.4,273,413,-0.7,3.0,10.3
14015,2.6,47,49,-0.7,3.0,10.3
21000,3.1,0,0,-0.7,3.0,10.3
16310,1.4,54,54,-0.7,3.0,10.3
16310,1.4,229,236,-0.7,3.0,10.3
14075,1.7,34,34,-0.7,3.0,10.3
10140,3.4,30,30,-0.7,3.0,10.3
7790,1.4,40,40,-0.7,3.0,10.3
29180,2.8,14,20,-0.7,3.0,10.3
28345,1.4,12,14,-0.7,3.0,10.3
25640,9.6,84,86,-0.7,3.0,10.3
18500,1.5,17,17,-0.7,3.0,10.3
29180,2.8,24,25,-0.7,3.0,10.3
20635,4.6,47,49,-0.7,3.0,10.3
29180,2.8,0,0,-0.7,3.0,10.3
32790,4.6,24,37,-0.7,3.0,10.3
24775,7.4,38,45,-0.7,3.0,10.3
7790,1.4,373,698,1.8,8.3,10.3
34635,3.7,41,48,1.8,8.3,10.3
29180,2.8,25,76,1.8,8.3,10.3
27870,7.4,265,352,1.8,8.3,10.3
34650,14.9,12,12,1.8,8.3,10.3
26550,9.6,148,718,1.8,8.3,10.3
21000,3.1,120,149,1.8,8.3,10.3
16310,1.4,90,110,1.8,8.3,10.3
16615,3.1,61,66,1.8,8.3,10.3
16310,1.4,231,286,1.8,8.3,10.3
43365,7.6,7,27,1.8,8.3,10.3
18500,1.5,133,150,1.8,8.3,10.3
21075,2.2,20,20,1.8,8.3,10.3
28345,1.4,79,83,1.8,8.3,10.3
20840,2.6,41,41,1.8,8.3,10.3
16310,1.4,18,22,1.8,8.3,10.3
43365,7.6,49,50,1.8,8.3,10.3
17955,7.3,16,16,1.8,8.3,10.3
15005,2.9,11,17,1.8,8.3,10.3
17825,0.4,14,16,1.8,8.3,10.3
28345,1.4,42,61,1.8,8.3,10.3
28345,1.4,23,25,1.8,8.3,10.3
14685,5.9,42,42,1.8,8.3,10.3
10010,0.6,50,55,1.8,8.3,10.3
17050,3.6,47,47,1.8,8.3,10.3
34365,3.7,0,0,1.8,8.3,10.3
17050,3.6,198,204,1.8,8.3,10.3
21000,3.1,81,86,1.8,8.3,10.3
9855,1.5,16,16,1.8,8.3,10.3
11565,1.7,12,15,1.8,8.3,10.3
13985,1.7,46,51,1.8,8.3,10.3
13735,1.4,6,9,1.8,8.3,10.3
25640,9.6,14,18,1.8,8.3,10.3
26550,6.9,18,26,1.8,8.3,10.3
28345,1.4,14,27,1.8,8.3,10.3
16425,4.1,26,30,1.8,8.3,10.3
17825,0.4,18,18,1.8,8.3,10.3
16310,1.4,26,28,1.8,8.3,10.3
16310,1.4,267,413,1.8,8.3,10.3
14015,2.6,47,49,1.8,8.3,10.3
21000,3.1,0,0,1.8,8.3,10.3
16310,1.4,54,54,1.8,8.3,10.3
16310,1.4,228,236,1.8,8.3,10.3
14075,1.7,34,34,1.8,8.3,10.3
10140,3.4,30,30,1.8,8.3,10.3
7790,1.4,40,40,1.8,8.3,10.3
29180,2.8,14,20,1.8,8.3,10.3
28345,1.4,11,14,1.8,8.3,10.3
25640,9.6,84,86,1.8,8.3,10.3
18500,1.5,16,17,1.8,8.3,10.3
29180,2.8,24,25,1.8,8.3,10.3
20635,4.6,49,49,1.8,8.3,10.3
29180,2.8,0,0,1.8,8.3,10.3
32790,4.6,24,37,1.8,8.3,10.3
24775,7.4,36,45,1.8,8.3,10.3
7790,1.4,370,698,6.9,11.8,10.3
34635,3.7,41,48,6.9,11.8,10.3
29180,2.8,25,76,6.9,11.8,10.3
27870,7.4,265,352,6.9,11.8,10.3
34650,14.9,12,12,6.9,11.8,10.3
26550,9.6,148,718,6.9,11.8,10.3
21000,3.1,121,149,6.9,11.8,10.3
16310,1.4,91,110,6.9,11.8,10.3
16615,3.1,62,66,6.9,11.8,10.3
16310,1.4,228,286,6.9,11.8,10.3
43365,7.6,7,27,6.9,11.8,10.3
18500,1.5,134,150,6.9,11.8,10.3
21075,2.2,20,20,6.9,11.8,10.3
28345,1.4,77,83,6.9,11.8,10.3
20840,2.6,41,41,6.9,11.8,10.3
16310,1.4,18,22,6.9,11.8,10.3
43365,7.6,49,50,6.9,11.8,10.3
17955,7.3,16,16,6.9,11.8,10.3
15005,2.9,11,17,6.9,11.8,10.3
17825,0.4,14,16,6.9,11.8,10.3
28345,1.4,42,61,6.9,11.8,10.3
28345,1.4,22,25,6.9,11.8,10.3
14685,5.9,42,42,6.9,11.8,10.3
10010,0.6,53,55,6.9,11.8,10.3
17050,3.6,47,47,6.9,11.8,10.3
34365,3.7,0,0,6.9,11.8,10.3
17050,3.6,190,204,6.9,11.8,10.3
21000,3.1,80,86,6.9,11.8,10.3
9855,1.5,16,16,6.9,11.8,10.3
11565,1.7,12,15,6.9,11.8,10.3
13985,1.7,46,51,6.9,11.8,10.3
13735,1.4,6,9,6.9,11.8,10.3
25640,9.6,14,18,6.9,11.8,10.3
26550,6.9,18,26,6.9,11.8,10.3
28345,1.4,14,27,6.9,11.8,10.3
16425,4.1,26,30,6.9,11.8,10.3
17825,0.4,18,18,6.9,11.8,10.3
16310,1.4,26,28,6.9,11.8,10.3
16310,1.4,267,413,6.9,11.8,10.3
14015,2.6,49,49,6.9,11.8,10.3
21000,3.1,0,0,6.9,11.8,10.3
16310,1.4,54,54,6.9,11.8,10.3
16310,1.4,227,236,6.9,11.8,10.3
14075,1.7,34,34,6.9,11.8,10.3
10140,3.4,30,30,6.9,11.8,10.3
7790,1.4,40,40,6.9,11.8,10.3
29180,2.8,14,20,6.9,11.8,10.3
28345,1.4,9,14,6.9,11.8,10.3
25640,9.6,86,86,6.9,11.8,10.3
18500,1.5,17,17,6.9,11.8,10.3
29180,2.8,24,25,6.9,11.8,10.3
20635,4.6,49,49,6.9,11.8,10.3
29180,2.8,0,0,6.9,11.8,10.3
32790,4.6,25,37,6.9,11.8,10.3
24775,7.4,37,45,6.9,11.8,10.3
7790,1.4,366,698,6.3,8.2,10.3
34635,3.7,38,48,6.3,8.2,10.3
29180,2.8,20,76,6.3,8.2,10.3
27870,7.4,273,352,6.3,8.2,10.3
34650,14.9,11,12,6.3,8.2,10.3
26550,9.6,156,718,6.3,8.2,10.3
21000,3.1,121,149,6.3,8.2,10.3
16310,1.4,90,110,6.3,8.2,10.3
16615,3.1,62,66,6.3,8.2,10.3
16310,1.4,228,286,6.3,8.2,10.3
43365,7.6,7,27,6.3,8.2,10.3
18500,1.5,134,152,6.3,8.2,10.3
21075,2.2,20,20,6.3,8.2,10.3
28345,1.4,77,83,6.3,8.2,10.3
20840,2.6,40,41,6.3,8.2,10.3
16310,1.4,18,22,6.3,8.2,10.3
43365,7.6,49,50,6.3,8.2,10.3
17955,7.3,14,16,6.3,8.2,10.3
15005,2.9,10,17,6.3,8.2,10.3
17825,0.4,14,16,6.3,8.2,10.3
28345,1.4,42,61,6.3,8.2,10.3
28345,1.4,23,25,6.3,8.2,10.3
14685,5.9,42,42,6.3,8.2,10.3
10010,0.6,55,55,6.3,8.2,10.3
17050,3.6,47,47,6.3,8.2,10.3
34365,3.7,0,0,6.3,8.2,10.3
17050,3.6,192,204,6.3,8.2,10.3
21000,3.1,80,86,6.3,8.2,10.3
9855,1.5,16,16,6.3,8.2,10.3
11565,1.7,13,15,6.3,8.2,10.3
13985,1.7,46,51,6.3,8.2,10.3
13735,1.4,6,9,6.3,8.2,10.3
25640,9.6,14,18,6.3,8.2,10.3
26550,6.9,18,26,6.3,8.2,10.3
28345,1.4,13,27,6.3,8.2,10.3
16425,4.1,26,30,6.3,8.2,10.3
17825,0.4,18,18,6.3,8.2,10.3
16310,1.4,27,28,6.3,8.2,10.3
16310,1.4,267,413,6.3,8.2,10.3
14015,2.6,48,49,6.3,8.2,10.3
21000,3.1,0,0,6.3,8.2,10.3
16310,1.4,54,54,6.3,8.2,10.3
16310,1.4,226,236,6.3,8.2,10.3
14075,1.7,34,34,6.3,8.2,10.3
10140,3.4,30,30,6.3,8.2,10.3
7790,1.4,40,40,6.3,8.2,10.3
29180,2.8,14,20,6.3,8.2,10.3
28345,1.4,10,14,6.3,8.2,10.3
25640,9.6,86,86,6.3,8.2,10.3
18500,1.5,17,17,6.3,8.2,10.3
29180,2.8,24,25,6.3,8.2,10.3
20635,4.6,47,49,6.3,8.2,10.3
29180,2.8,0,0,6.3,8.2,10.3
32790,4.6,25,37,6.3,8.2,10.3
24775,7.4,37,45,6.3,8.2,10.3
7790,1.4,366,698,3.7,7.6,10.3
34635,3.7,38,48,3.7,7.6,10.3
29180,2.8,20,76,3.7,7.6,10.3
27870,7.4,277,352,3.7,7.6,10.3
34650,14.9,11,12,3.7,7.6,10.3
26550,9.6,156,718,3.7,7.6,10.3
21000,3.1,121,149,3.7,7.6,10.3
16310,1.4,91,110,3.7,7.6,10.3
16615,3.1,62,66,3.7,7.6,10.3
16310,1.4,228,286,3.7,7.6,10.3
43365,7.6,7,27,3.7,7.6,10.3
18500,1.5,132,152,3.7,7.6,10.3
21075,2.2,20,20,3.7,7.6,10.3
28345,1.4,80,83,3.7,7.6,10.3
20840,2.6,40,41,3.7,7.6,10.3
16310,1.4,21,22,3.7,7.6,10.3
43365,7.6,49,50,3.7,7.6,10.3
17955,7.3,15,16,3.7,7.6,10.3
15005,2.9,10,17,3.7,7.6,10.3
17825,0.4,14,16,3.7,7.6,10.3
28345,1.4,42,61,3.7,7.6,10.3
28345,1.4,23,25,3.7,7.6,10.3
14685,5.9,42,42,3.7,7.6,10.3
10010,0.6,50,55,3.7,7.6,10.3
17050,3.6,45,47,3.7,7.6,10.3
34365,3.7,0,0,3.7,7.6,10.3
17050,3.6,197,204,3.7,7.6,10.3
21000,3.1,80,86,3.7,7.6,10.3
9855,1.5,16,16,3.7,7.6,10.3
11565,1.7,13,15,3.7,7.6,10.3
13985,1.7,46,51,3.7,7.6,10.3
13735,1.4,6,9,3.7,7.6,10.3
25640,9.6,14,18,3.7,7.6,10.3
26550,6.9,18,26,3.7,7.6,10.3
28345,1.4,12,27,3.7,7.6,10.3
16425,4.1,25,30,3.7,7.6,10.3
17825,0.4,18,18,3.7,7.6,10.3
16310,1.4,27,28,3.7,7.6,10.3
16310,1.4,267,413,3.7,7.6,10.3
14015,2.6,49,49,3.7,7.6,10.3
21000,3.1,0,0,3.7,7.6,10.3
16310,1.4,54,54,3.7,7.6,10.3
16310,1.4,227,236,3.7,7.6,10.3
14075,1.7,34,34,3.7,7.6,10.3
10140,3.4,30,30,3.7,7.6,10.3
7790,1.4,40,40,3.7,7.6,10.3
29180,2.8,14,20,3.7,7.6,10.3
28345,1.4,10,14,3.7,7.6,10.3
25640,9.6,86,86,3.7,7.6,10.3
18500,1.5,17,17,3.7,7.6,10.3
29180,2.8,24,25,3.7,7.6,10.3
20635,4.6,46,49,3.7,7.6,10.3
29180,2.8,0,0,3.7,7.6,10.3
32790,4.6,25,37,3.7,7.6,10.3
24775,7.4,37,45,3.7,7.6,10.3
7790,1.4,366,698,3.1,10.1,10.3
34635,3.7,39,48,3.1,10.1,10.3
29180,2.8,20,76,3.1,10.1,10.3
27870,7.4,276,352,3.1,10.1,10.3
34650,14.9,11,12,3.1,10.1,10.3
26550,9.6,156,718,3.1,10.1,10.3
21000,3.1,119,149,3.1,10.1,10.3
16310,1.4,91,110,3.1,10.1,10.3
16615,3.1,62,66,3.1,10.1,10.3
16310,1.4,228,286,3.1,10.1,10.3
43365,7.6,7,27,3.1,10.1,10.3
18500,1.5,131,152,3.1,10.1,10.3
21075,2.2,20,20,3.1,10.1,10.3
28345,1.4,81,83,3.1,10.1,10.3
20840,2.6,41,41,3.1,10.1,10.3
16310,1.4,21,22,3.1,10.1,10.3
43365,7.6,49,50,3.1,10.1,10.3
17955,7.3,15,16,3.1,10.1,10.3
15005,2.9,10,17,3.1,10.1,10.3
17825,0.4,14,16,3.1,10.1,10.3
28345,1.4,42,61,3.1,10.1,10.3
28345,1.4,23,25,3.1,10.1,10.3
14685,5.9,41,42,3.1,10.1,10.3
10010,0.6,52,55,3.1,10.1,10.3
17050,3.6,41,47,3.1,10.1,10.3
34365,3.7,0,0,3.1,10.1,10.3
17050,3.6,199,204,3.1,10.1,10.3
21000,3.1,80,86,3.1,10.1,10.3
9855,1.5,16,16,3.1,10.1,10.3
11565,1.7,13,15,3.1,10.1,10.3
13985,1.7,46,51,3.1,10.1,10.3
13735,1.4,6,9,3.1,10.1,10.3
25640,9.6,14,18,3.1,10.1,10.3
26550,6.9,18,26,3.1,10.1,10.3
28345,1.4,12,27,3.1,10.1,10.3
16425,4.1,25,30,3.1,10.1,10.3
17825,0.4,18,18,3.1,10.1,10.3
16310,1.4,24,28,3.1,10.1,10.3
16310,1.4,267,413,3.1,10.1,10.3
14015,2.6,49,49,3.1,10.1,10.3
21000,3.1,0,0,3.1,10.1,10.3
16310,1.4,54,54,3.1,10.1,10.3
16310,1.4,227,236,3.1,10.1,10.3
14075,1.7,34,34,3.1,10.1,10.3
10140,3.4,30,30,3.1,10.1,10.3
7790,1.4,40,40,3.1,10.1,10.3
29180,2.8,14,20,3.1,10.1,10.3
28345,1.4,10,14,3.1,10.1,10.3
25640,9.6,86,86,3.1,10.1,10.3
18500,1.5,16,17,3.1,10.1,10.3
29180,2.8,24,25,3.1,10.1,10.3
20635,4.6,46,49,3.1,10.1,10.3
29180,2.8,0,0,3.1,10.1,10.3
32790,4.6,25,37,3.1,10.1,10.3
24775,7.4,37,45,3.1,10.1,10.3
7790,1.4,376,698,0.0,7.2,10.3
34635,3.7,40,48,0.0,7.2,10.3
29180,2.8,20,76,0.0,7.2,10.3
27870,7.4,274,352,0.0,7.2,10.3
34650,14.9,11,12,0.0,7.2,10.3
26550,9.6,157,718,0.0,7.2,10.3
21000,3.1,119,149,0.0,7.2,10.3
16310,1.4,91,110,0.0,7.2,10.3
16615,3.1,62,66,0.0,7.2,10.3
16310,1.4,228,286,0.0,7.2,10.3
43365,7.6,7,27,0.0,7.2,10.3
18500,1.5,130,152,0.0,7.2,10.3
21075,2.2,20,20,0.0,7.2,10.3
28345,1.4,79,83,0.0,7.2,10.3
20840,2.6,41,41,0.0,7.2,10.3
16310,1.4,21,22,0.0,7.2,10.3
43365,7.6,49,50,0.0,7.2,10.3
17955,7.3,15,16,0.0,7.2,10.3
15005,2.9,10,17,0.0,7.2,10.3
17825,0.4,14,16,0.0,7.2,10.3
28345,1.4,42,61,0.0,7.2,10.3
28345,1.4,21,25,0.0,7.2,10.3
14685,5.9,42,42,0.0,7.2,10.3
10010,0.6,54,55,0.0,7.2,10.3
17050,3.6,44,47,0.0,7.2,10.3
34365,3.7,0,0,0.0,7.2,10.3
17050,3.6,200,204,0.0,7.2,10.3
21000,3.1,80,86,0.0,7.2,10.3
9855,1.5,16,16,0.0,7.2,10.3
11565,1.7,13,15,0.0,7.2,10.3
13985,1.7,46,51,0.0,7.2,10.3
13735,1.4,6,9,0.0,7.2,10.3
25640,9.6,14,18,0.0,7.2,10.3
26550,6.9,18,26,0.0,7.2,10.3
28345,1.4,12,27,0.0,7.2,10.3
16425,4.1,25,30,0.0,7.2,10.3
17825,0.4,18,18,0.0,7.2,10.3
16310,1.4,27,28,0.0,7.2,10.3
16310,1.4,268,413,0.0,7.2,10.3
14015,2.6,48,49,0.0,7.2,10.3
21000,3.1,0,0,0.0,7.2,10.3
16310,1.4,54,54,0.0,7.2,10.3
16310,1.4,228,236,0.0,7.2,10.3
14075,1.7,33,34,0.0,7.2,10.3
10140,3.4,30,30,0.0,7.2,10.3
7790,1.4,40,40,0.0,7.2,10.3
29180,2.8,14,20,0.0,7.2,10.3
28345,1.4,11,14,0.0,7.2,10.3
25640,9.6,80,86,0.0,7.2,10.3
18500,1.5,17,17,0.0,7.2,10.3
29180,2.8,23,25,0.0,7.2,10.3
20635,4.6,46,49,0.0,7.2,10.3
29180,2.8,0,0,0.0,7.2,10.3
32790,4.6,24,37,0.0,7.2,10.3
24775,7.4,37,45,0.0,7.2,10.3
7790,1.4,383,698,-1.9,0.4,10.0
34635,3.7,40,48,-1.9,0.4,10.0
29180,2.8,20,76,-1.9,0.4,10.0
27870,7.4,272,352,-1.9,0.4,10.0
34650,14.9,10,12,-1.9,0.4,10.0
26550,9.6,161,718,-1.9,0.4,10.0
21000,3.1,118,149,-1.9,0.4,10.0
16310,1.4,90,110,-1.9,0.4,10.0
16615,3.1,62,66,-1.9,0.4,10.0
16310,1.4,227,286,-1.9,0.4,10.0
43365,7.6,7,27,-1.9,0.4,10.0
18500,1.5,132,152,-1.9,0.4,10.0
21075,2.2,20,20,-1.9,0.4,10.0
28345,1.4,79,83,-1.9,0.4,10.0
20840,2.6,40,41,-1.9,0.4,10.0
16310,1.4,21,22,-1.9,0.4,10.0
43365,7.6,49,50,-1.9,0.4,10.0
17955,7.3,15,16,-1.9,0.4,10.0
15005,2.9,10,17,-1.9,0.4,10.0
17825,0.4,14,16,-1.9,0.4,10.0
28345,1.4,42,61,-1.9,0.4,10.0
28345,1.4,23,25,-1.9,0.4,10.0
14685,5.9,42,42,-1.9,0.4,10.0
10010,0.6,53,55,-1.9,0.4,10.0
17050,3.6,47,47,-1.9,0.4,10.0
34365,3.7,0,0,-1.9,0.4,10.0
17050,3.6,195,204,-1.9,0.4,10.0
21000,3.1,81,86,-1.9,0.4,10.0
9855,1.5,16,16,-1.9,0.4,10.0
11565,1.7,13,15,-1.9,0.4,10.0
13985,1.7,45,51,-1.9,0.4,10.0
13735,1.4,6,9,-1.9,0.4,10.0
25640,9.6,14,18,-1.9,0.4,10.0
26550,6.9,18,26,-1.9,0.4,10.0
28345,1.4,11,27,-1.9,0.4,10.0
16425,4.1,25,30,-1.9,0.4,10.0
17825,0.4,18,18,-1.9,0.4,10.0
16310,1.4,25,28,-1.9,0.4,10.0
16310,1.4,272,413,-1.9,0.4,10.0
14015,2.6,48,49,-1.9,0.4,10.0
21000,3.1,0,0,-1.9,0.4,10.0
16310,1.4,54,54,-1.9,0.4,10.0
16310,1.4,228,236,-1.9,0.4,10.0
14075,1.7,33,34,-1.9,0.4,10.0
10140,3.4,30,30,-1.9,0.4,10.0
7790,1.4,40,40,-1.9,0.4,10.0
29180,2.8,14,20,-1.9,0.4,10.0
28345,1.4,7,14,-1.9,0.4,10.0
25640,9.6,80,86,-1.9,0.4,10.0
18500,1.5,17,17,-1.9,0.4,10.0
29180,2.8,23,25,-1.9,0.4,10.0
20635,4.6,47,49,-1.9,0.4,10.0
29180,2.8,0,0,-1.9,0.4,10.0
32790,4.6,24,37,-1.9,0.4,10.0
24775,7.4,37,45,-1.9,0.4,10.0
7790,1.4,383,698,-0.8,4.8,10.0
34635,3.7,38,48,-0.8,4.8,10.0
29180,2.8,20,76,-0.8,4.8,10.0
27870,7.4,272,352,-0.8,4.8,10.0
34650,14.9,10,12,-0.8,4.8,10.0
26550,9.6,154,718,-0.8,4.8,10.0
21000,3.1,119,149,-0.8,4.8,10.0
16310,1.4,89,110,-0.8,4.8,10.0
16615,3.1,62,66,-0.8,4.8,10.0
16310,1.4,227,286,-0.8,4.8,10.0
43365,7.6,7,12,-0.8,4.8,10.0
18500,1.5,132,152,-0.8,4.8,10.0
21075,2.2,20,20,-0.8,4.8,10.0
28345,1.4,79,83,-0.8,4.8,10.0
20840,2.6,41,41,-0.8,4.8,10.0
16310,1.4,21,22,-0.8,4.8,10.0
43365,7.6,48,50,-0.8,4.8,10.0
17955,7.3,15,16,-0.8,4.8,10.0
15005,2.9,8,17,-0.8,4.8,10.0
17825,0.4,14,16,-0.8,4.8,10.0
28345,1.4,40,61,-0.8,4.8,10.0
28345,1.4,23,25,-0.8,4.8,10.0
14685,5.9,42,42,-0.8,4.8,10.0
10010,0.6,55,55,-0.8,4.8,10.0
17050,3.6,47,47,-0.8,4.8,10.0
34365,3.7,0,0,-0.8,4.8,10.0
17050,3.6,197,204,-0.8,4.8,10.0
21000,3.1,81,86,-0.8,4.8,10.0
9855,1.5,16,16,-0.8,4.8,10.0
11565,1.7,13,15,-0.8,4.8,10.0
13985,1.7,45,51,-0.8,4.8,10.0
13735,1.4,6,9,-0.8,4.8,10.0
25640,9.6,14,18,-0.8,4.8,10.0
26550,6.9,18,26,-0.8,4.8,10.0
28345,1.4,11,27,-0.8,4.8,10.0
16425,4.1,25,30,-0.8,4.8,10.0
17825,0.4,18,18,-0.8,4.8,10.0
16310,1.4,27,28,-0.8,4.8,10.0
16310,1.4,273,413,-0.8,4.8,10.0
14015,2.6,48,49,-0.8,4.8,10.0
21000,3.1,0,0,-0.8,4.8,10.0
16310,1.4,54,54,-0.8,4.8,10.0
16310,1.4,227,236,-0.8,4.8,10.0
14075,1.7,34,34,-0.8,4.8,10.0
10140,3.4,30,30,-0.8,4.8,10.0
7790,1.4,40,40,-0.8,4.8,10.0
29180,2.8,14,20,-0.8,4.8,10.0
28345,1.4,8,14,-0.8,4.8,10.0
25640,9.6,80,86,-0.8,4.8,10.0
18500,1.5,17,17,-0.8,4.8,10.0
29180,2.8,23,25,-0.8,4.8,10.0
20635,4.6,49,49,-0.8,4.8,10.0
29180,2.8,0,0,-0.8,4.8,10.0
32790,4.6,24,37,-0.8,4.8,10.0
24775,7.4,37,45,-0.8,4.8,10.0
7790,1.4,386,698,0.8,5.7,10.0
34635,3.7,37,48,0.8,5.7,10.0
29180,2.8,20,76,0.8,5.7,10.0
27870,7.4,264,352,0.8,5.7,10.0
34650,14.9,10,12,0.8,5.7,10.0
26550,9.6,154,718,0.8,5.7,10.0
21000,3.1,119,149,0.8,5.7,10.0
16310,1.4,90,110,0.8,5.7,10.0
16615,3.1,63,66,0.8,5.7,10.0
16310,1.4,226,286,0.8,5.7,10.0
43365,7.6,7,12,0.8,5.7,10.0
18500,1.5,131,152,0.8,5.7,10.0
21075,2.2,20,20,0.8,5.7,10.0
28345,1.4,77,83,0.8,5.7,10.0
20840,2.6,41,41,0.8,5.7,10.0
16310,1.4,22,22,0.8,5.7,10.0
43365,7.6,48,50,0.8,5.7,10.0
17955,7.3,16,16,0.8,5.7,10.0
15005,2.9,8,17,0.8,5.7,10.0
17825,0.4,14,16,0.8,5.7,10.0
28345,1.4,40,61,0.8,5.7,10.0
28345,1.4,22,25,0.8,5.7,10.0
14685,5.9,42,42,0.8,5.7,10.0
10010,0.6,52,55,0.8,5.7,10.0
17050,3.6,46,47,0.8,5.7,10.0
34365,3.7,0,0,0.8,5.7,10.0
17050,3.6,197,204,0.8,5.7,10.0
21000,3.1,81,86,0.8,5.7,10.0
9855,1.5,16,16,0.8,5.7,10.0
11565,1.7,13,15,0.8,5.7,10.0
13985,1.7,45,51,0.8,5.7,10.0
13735,1.4,6,9,0.8,5.7,10.0
25640,9.6,14,18,0.8,5.7,10.0
26550,6.9,18,26,0.8,5.7,10.0
28345,1.4,11,27,0.8,5.7,10.0
16425,4.1,24,30,0.8,5.7,10.0
17825,0.4,18,18,0.8,5.7,10.0
16310,1.4,27,28,0.8,5.7,10.0
16310,1.4,271,413,0.8,5.7,10.0
14015,2.6,48,49,0.8,5.7,10.0
21000,3.1,0,0,0.8,5.7,10.0
16310,1.4,54,54,0.8,5.7,10.0
16310,1.4,227,236,0.8,5.7,10.0
14075,1.7,34,34,0.8,5.7,10.0
10140,3.4,30,30,0.8,5.7,10.0
7790,1.4,40,40,0.8,5.7,10.0
29180,2.8,14,20,0.8,5.7,10.0
28345,1.4,8,14,0.8,5.7,10.0
25640,9.6,80,86,0.8,5.7,10.0
18500,1.5,17,17,0.8,5.7,10.0
29180,2.8,22,25,0.8,5.7,10.0
20635,4.6,44,49,0.8,5.7,10.0
29180,2.8,0,0,0.8,5.7,10.0
32790,4.6,24,37,0.8,5.7,10.0
24775,7.4,37,45,0.8,5.7,10.0
7790,1.4,379,698,1.4,4.7,10.0
34635,3.7,35,48,1.4,4.7,10.0
29180,2.8,20,76,1.4,4.7,10.0
27870,7.4,258,352,1.4,4.7,10.0
34650,14.9,10,12,1.4,4.7,10.0
26550,9.6,154,718,1.4,4.7,10.0
21000,3.1,119,149,1.4,4.7,10.0
16310,1.4,90,110,1.4,4.7,10.0
16615,3.1,63,66,1.4,4.7,10.0
16310,1.4,226,258,1.4,4.7,10.0
43365,7.6,7,12,1.4,4.7,10.0
18500,1.5,131,152,1.4,4.7,10.0
21075,2.2,20,20,1.4,4.7,10.0
28345,1.4,77,83,1.4,4.7,10.0
20840,2.6,41,41,1.4,4.7,10.0
16310,1.4,22,22,1.4,4.7,10.0
43365,7.6,49,50,1.4,4.7,10.0
17955,7.3,15,16,1.4,4.7,10.0
15005,2.9,8,17,1.4,4.7,10.0
17825,0.4,14,16,1.4,4.7,10.0
28345,1.4,40,61,1.4,4.7,10.0
28345,1.4,23,25,1.4,4.7,10.0
14685,5.9,42,42,1.4,4.7,10.0
10010,0.6,54,55,1.4,4.7,10.0
17050,3.6,47,47,1.4,4.7,10.0
34365,3.7,0,0,1.4,4.7,10.0
17050,3.6,195,204,1.4,4.7,10.0
21000,3.1,81,86,1.4,4.7,10.0
9855,1.5,16,16,1.4,4.7,10.0
11565,1.7,13,15,1.4,4.7,10.0
13985,1.7,45,51,1.4,4.7,10.0
13735,1.4,6,9,1.4,4.7,10.0
25640,9.6,14,18,1.4,4.7,10.0
26550,6.9,18,26,1.4,4.7,10.0
28345,1.4,11,27,1.4,4.7,10.0
16425,4.1,24,30,1.4,4.7,10.0
17825,0.4,18,18,1.4,4.7,10.0
16310,1.4,27,28,1.4,4.7,10.0
16310,1.4,271,413,1.4,4.7,10.0
14015,2.6,47,49,1.4,4.7,10.0
21000,3.1,0,0,1.4,4.7,10.0
16310,1.4,54,54,1.4,4.7,10.0
16310,1.4,227,236,1.4,4.7,10.0
14075,1.7,34,34,1.4,4.7,10.0
10140,3.4,30,30,1.4,4.7,10.0
7790,1.4,39,40,1.4,4.7,10.0
29180,2.8,14,20,1.4,4.7,10.0
28345,1.4,8,14,1.4,4.7,10.0
25640,9.6,80,86,1.4,4.7,10.0
18500,1.5,17,17,1.4,4.7,10.0
29180,2.8,22,25,1.4,4.7,10.0
20635,4.6,46,49,1.4,4.7,10.0
29180,2.8,0,0,1.4,4.7,10.0
32790,4.6,23,37,1.4,4.7,10.0
24775,7.4,38,45,1.4,4.7,10.0
7790,1.4,382,698,-3.4,2.5,10.0
34635,3.7,37,48,-3.4,2.5,10.0
29180,2.8,20,76,-3.4,2.5,10.0
27870,7.4,254,352,-3.4,2.5,10.0
34650,14.9,10,12,-3.4,2.5,10.0
26550,9.6,150,718,-3.4,2.5,10.0
21000,3.1,119,149,-3.4,2.5,10.0
16310,1.4,90,110,-3.4,2.5,10.0
16615,3.1,63,66,-3.4,2.5,10.0
16310,1.4,225,258,-3.4,2.5,10.0
43365,7.6,7,12,-3.4,2.5,10.0
18500,1.5,131,152,-3.4,2.5,10.0
21075,2.2,20,20,-3.4,2.5,10.0
28345,1.4,76,83,-3.4,2.5,10.0
20840,2.6,41,41,-3.4,2.5,10.0
16310,1.4,22,22,-3.4,2.5,10.0
43365,7.6,49,50,-3.4,2.5,10.0
17955,7.3,16,16,-3.4,2.5,10.0
15005,2.9,8,17,-3.4,2.5,10.0
17825,0.4,14,16,-3.4,2.5,10.0
28345,1.4,40,61,-3.4,2.5,10.0
28345,1.4,23,25,-3.4,2.5,10.0
14685,5.9,41,42,-3.4,2.5,10.0
10010,0.6,53,55,-3.4,2.5,10.0
17050,3.6,47,47,-3.4,2.5,10.0
34365,3.7,0,0,-3.4,2.5,10.0
17050,3.6,197,204,-3.4,2.5,10.0
21000,3.1,81,86,-3.4,2.5,10.0
