POPULATION,AREA,OCCUPANCY,CAPACITY,Min_Temp_C,Max_Temp_C,Unemployment_Rate
43365,7.6,49,50,2.7,4.8,7.4
17955,7.3,40,40,2.7,4.8,7.4
15005,2.9,32,33,2.7,4.8,7.4
17825,0.4,15,16,2.7,4.8,7.4
28345,1.4,60,63,2.7,4.8,7.4
28345,1.4,44,45,2.7,4.8,7.4
14685,5.9,70,70,2.7,4.8,7.4
10010,0.6,100,100,2.7,4.8,7.4
17050,3.6,90,90,2.7,4.8,7.4
34365,3.7,30,30,2.7,4.8,7.4
17050,3.6,364,377,2.7,4.8,7.4
21000,3.1,84,88,2.7,4.8,7.4
9855,1.5,45,45,2.7,4.8,7.4
11565,1.7,40,40,2.7,4.8,7.4
13985,1.7,88,91,2.7,4.8,7.4
13735,1.4,12,14,2.7,4.8,7.4
25640,9.6,21,22,2.7,4.8,7.4
26550,6.9,40,40,2.7,4.8,7.4
28345,1.4,43,44,2.7,4.8,7.4
16425,4.1,29,30,2.7,4.8,7.4
17825,0.4,66,66,2.7,4.8,7.4
16310,1.4,50,50,2.7,4.8,7.4
16310,1.4,402,470,2.7,4.8,7.4
14015,2.6,103,103,2.7,4.8,7.4
21000,3.1,60,64,2.7,4.8,7.4
16310,1.4,120,120,2.7,4.8,7.4
16310,1.4,360,363,2.7,4.8,7.4
14075,1.7,60,60,2.7,4.8,7.4
10140,3.4,45,45,2.7,4.8,7.4
7790,1.4,72,72,2.7,4.8,7.4
29180,2.8,23,27,2.7,4.8,7.4
28345,1.4,34,35,2.7,4.8,7.4
25640,9.6,106,102,2.7,4.8,7.4
18500,1.5,40,40,2.7,4.8,7.4
29180,2.8,24,25,2.7,4.8,7.4
20635,4.6,62,62,2.7,4.8,7.4
29180,2.8,50,50,2.7,4.8,7.4
32790,4.6,52,53,2.7,4.8,7.4
24775,7.4,46,51,2.7,4.8,7.4
7790,1.4,1248,1466,1.9,7.7,7.4
34635,3.7,123,124,1.9,7.7,7.4
29180,2.8,69,76,1.9,7.7,7.4
27870,7.4,321,374,1.9,7.7,7.4
34650,14.9,20,28,1.9,7.7,7.4
26550,9.6,400,460,1.9,7.7,7.4
21000,3.1,171,171,1.9,7.7,7.4
16310,1.4,112,90,1.9,7.7,7.4
16615,3.1,89,89,1.9,7.7,7.4
16310,1.4,526,532,1.9,7.7,7.4
43365,7.6,37,42,1.9,7.7,7.4
18500,1.5,164,177,1.9,7.7,7.4
21075,2.2,55,56,1.9,7.7,7.4
28345,1.4,124,126,1.9,7.7,7.4
20840,2.6,95,95,1.9,7.7,7.4
16310,1.4,51,51,1.9,7.7,7.4
43365,7.6,48,50,1.9,7.7,7.4
17955,7.3,40,40,1.9,7.7,7.4
15005,2.9,32,33,1.9,7.7,7.4
17825,0.4,15,16,1.9,7.7,7.4
28345,1.4,60,63,1.9,7.7,7.4
28345,1.4,44,45,1.9,7.7,7.4
14685,5.9,70,70,1.9,7.7,7.4
10010,0.6,96,100,1.9,7.7,7.4
17050,3.6,90,90,1.9,7.7,7.4
34365,3.7,30,30,1.9,7.7,7.4
17050,3.6,358,377,1.9,7.7,7.4
21000,3.1,84,88,1.9,7.7,7.4
9855,1.5,44,45,1.9,7.7,7.4
11565,1.7,40,40,1.9,7.7,7.4
13985,1.7,89,91,1.9,7.7,7.4
13735,1.4,12,14,1.9,7.7,7.4
25640,9.6,21,22,1.9,7.7,7.4
26550,6.9,40,40,1.9,7.7,7.4
28345,1.4,43,44,1.9,7.7,7.4
16425,4.1,29,30,1.9,7.7,7.4
17825,0.4,66,66,1.9,7.7,7.4
16310,1.4,50,50,1.9,7.7,7.4
16310,1.4,399,470,1.9,7.7,7.4
14015,2.6,103,103,1.9,7.7,7.4
21000,3.1,61,64,1.9,7.7,7.4
16310,1.4,120,120,1.9,7.7,7.4
16310,1.4,360,363,1.9,7.7,7.4
14075,1.7,60,60,1.9,7.7,7.4
10140,3.4,45,45,1.9,7.7,7.4
7790,1.4,72,72,1.9,7.7,7.4
29180,2.8,23,27,1.9,7.7,7.4
28345,1.4,35,35,1.9,7.7,7.4
25640,9.6,109,102,1.9,7.7,7.4
18500,1.5,40,40,1.9,7.7,7.4
29180,2.8,24,25,1.9,7.7,7.4
20635,4.6,62,62,1.9,7.7,7.4
29180,2.8,50,50,1.9,7.7,7.4
32790,4.6,51,53,1.9,7.7,7.4
24775,7.4,48,51,1.9,7.7,7.4
7790,1.4,1251,1466,-0.9,5.2,7.4
34635,3.7,121,124,-0.9,5.2,7.4
29180,2.8,69,76,-0.9,5.2,7.4
27870,7.4,319,374,-0.9,5.2,7.4
34650,14.9,22,28,-0.9,5.2,7.4
26550,9.6,404,460,-0.9,5.2,7.4
21000,3.1,170,171,-0.9,5.2,7.4
16310,1.4,112,90,-0.9,5.2,7.4
16615,3.1,87,89,-0.9,5.2,7.4
16310,1.4,523,532,-0.9,5.2,7.4
43365,7.6,37,42,-0.9,5.2,7.4
18500,1.5,168,177,-0.9,5.2,7.4
21075,2.2,55,56,-0.9,5.2,7.4
28345,1.4,124,126,-0.9,5.2,7.4
20840,2.6,95,95,-0.9,5.2,7.4
16310,1.4,51,51,-0.9,5.2,7.4
43365,7.6,48,50,-0.9,5.2,7.4
17955,7.3,40,40,-0.9,5.2,7.4
15005,2.9,32,33,-0.9,5.2,7.4
17825,0.4,15,16,-0.9,5.2,7.4
28345,1.4,59,63,-0.9,5.2,7.4
28345,1.4,44,45,-0.9,5.2,7.4
14685,5.9,70,70,-0.9,5.2,7.4
10010,0.6,96,100,-0.9,5.2,7.4
17050,3.6,88,90,-0.9,5.2,7.4
34365,3.7,29,30,-0.9,5.2,7.4
17050,3.6,364,377,-0.9,5.2,7.4
21000,3.1,84,88,-0.9,5.2,7.4
9855,1.5,45,45,-0.9,5.2,7.4
11565,1.7,40,40,-0.9,5.2,7.4
13985,1.7,89,91,-0.9,5.2,7.4
13735,1.4,12,14,-0.9,5.2,7.4
25640,9.6,22,22,-0.9,5.2,7.4
26550,6.9,40,40,-0.9,5.2,7.4
28345,1.4,44,44,-0.9,5.2,7.4
16425,4.1,29,30,-0.9,5.2,7.4
17825,0.4,66,66,-0.9,5.2,7.4
16310,1.4,50,50,-0.9,5.2,7.4
16310,1.4,405,470,-0.9,5.2,7.4
14015,2.6,103,103,-0.9,5.2,7.4
21000,3.1,60,64,-0.9,5.2,7.4
16310,1.4,120,120,-0.9,5.2,7.4
16310,1.4,361,363,-0.9,5.2,7.4
14075,1.7,60,60,-0.9,5.2,7.4
10140,3.4,44,45,-0.9,5.2,7.4
7790,1.4,72,72,-0.9,5.2,7.4
29180,2.8,23,27,-0.9,5.2,7.4
28345,1.4,34,35,-0.9,5.2,7.4
25640,9.6,111,106,-0.9,5.2,7.4
18500,1.5,40,40,-0.9,5.2,7.4
29180,2.8,24,25,-0.9,5.2,7.4
20635,4.6,62,62,-0.9,5.2,7.4
29180,2.8,50,50,-0.9,5.2,7.4
32790,4.6,52,53,-0.9,5.2,7.4
24775,7.4,48,51,-0.9,5.2,7.4
7790,1.4,1233,1466,-0.8,3.7,7.4
34635,3.7,124,124,-0.8,3.7,7.4
29180,2.8,69,76,-0.8,3.7,7.4
27870,7.4,313,374,-0.8,3.7,7.4
34650,14.9,22,28,-0.8,3.7,7.4
26550,9.6,401,460,-0.8,3.7,7.4
21000,3.1,171,171,-0.8,3.7,7.4
16310,1.4,112,90,-0.8,3.7,7.4
16615,3.1,87,89,-0.8,3.7,7.4
16310,1.4,525,532,-0.8,3.7,7.4
43365,7.6,38,42,-0.8,3.7,7.4
18500,1.5,169,177,-0.8,3.7,7.4
21075,2.2,55,56,-0.8,3.7,7.4
28345,1.4,122,126,-0.8,3.7,7.4
20840,2.6,94,95,-0.8,3.7,7.4
16310,1.4,51,51,-0.8,3.7,7.4
43365,7.6,48,50,-0.8,3.7,7.4
17955,7.3,40,40,-0.8,3.7,7.4
15005,2.9,31,33,-0.8,3.7,7.4
17825,0.4,15,16,-0.8,3.7,7.4
28345,1.4,59,63,-0.8,3.7,7.4
28345,1.4,44,45,-0.8,3.7,7.4
14685,5.9,70,70,-0.8,3.7,7.4
10010,0.6,98,100,-0.8,3.7,7.4
17050,3.6,90,90,-0.8,3.7,7.4
34365,3.7,29,30,-0.8,3.7,7.4
17050,3.6,360,377,-0.8,3.7,7.4
21000,3.1,84,88,-0.8,3.7,7.4
9855,1.5,45,45,-0.8,3.7,7.4
11565,1.7,40,40,-0.8,3.7,7.4
13985,1.7,89,91,-0.8,3.7,7.4
13735,1.4,12,14,-0.8,3.7,7.4
25640,9.6,22,22,-0.8,3.7,7.4
26550,6.9,40,40,-0.8,3.7,7.4
28345,1.4,44,44,-0.8,3.7,7.4
16425,4.1,29,30,-0.8,3.7,7.4
17825,0.4,66,66,-0.8,3.7,7.4
16310,1.4,50,50,-0.8,3.7,7.4
16310,1.4,403,470,-0.8,3.7,7.4
14015,2.6,103,103,-0.8,3.7,7.4
21000,3.1,62,64,-0.8,3.7,7.4
16310,1.4,120,120,-0.8,3.7,7.4
16310,1.4,360,363,-0.8,3.7,7.4
14075,1.7,58,60,-0.8,3.7,7.4
10140,3.4,45,45,-0.8,3.7,7.4
7790,1.4,72,72,-0.8,3.7,7.4
29180,2.8,23,27,-0.8,3.7,7.4
28345,1.4,34,35,-0.8,3.7,7.4
25640,9.6,100,106,-0.8,3.7,7.4
18500,1.5,40,40,-0.8,3.7,7.4
29180,2.8,24,25,-0.8,3.7,7.4
20635,4.6,62,62,-0.8,3.7,7.4
29180,2.8,50,50,-0.8,3.7,7.4
32790,4.6,53,53,-0.8,3.7,7.4
24775,7.4,48,51,-0.8,3.7,7.4
7790,1.4,1233,1466,-5.4,3.6,7.4
34635,3.7,124,124,-5.4,3.6,7.4
29180,2.8,69,76,-5.4,3.6,7.4
27870,7.4,318,374,-5.4,3.6,7.4
34650,14.9,22,28,-5.4,3.6,7.4
26550,9.6,401,460,-5.4,3.6,7.4
21000,3.1,171,171,-5.4,3.6,7.4
16310,1.4,112,90,-5.4,3.6,7.4
16615,3.1,87,89,-5.4,3.6,7.4
16310,1.4,526,532,-5.4,3.6,7.4
43365,7.6,37,42,-5.4,3.6,7.4
18500,1.5,166,177,-5.4,3.6,7.4
21075,2.2,55,56,-5.4,3.6,7.4
28345,1.4,122,126,-5.4,3.6,7.4
20840,2.6,95,95,-5.4,3.6,7.4
16310,1.4,50,51,-5.4,3.6,7.4
43365,7.6,49,50,-5.4,3.6,7.4
17955,7.3,37,40,-5.4,3.6,7.4
15005,2.9,32,33,-5.4,3.6,7.4
17825,0.4,15,16,-5.4,3.6,7.4
28345,1.4,59,63,-5.4,3.6,7.4
28345,1.4,44,45,-5.4,3.6,7.4
14685,5.9,70,70,-5.4,3.6,7.4
10010,0.6,99,100,-5.4,3.6,7.4
17050,3.6,90,90,-5.4,3.6,7.4
34365,3.7,30,30,-5.4,3.6,7.4
17050,3.6,365,377,-5.4,3.6,7.4
21000,3.1,84,88,-5.4,3.6,7.4
9855,1.5,44,45,-5.4,3.6,7.4
11565,1.7,40,40,-5.4,3.6,7.4
13985,1.7,89,91,-5.4,3.6,7.4
13735,1.4,12,14,-5.4,3.6,7.4
25640,9.6,22,22,-5.4,3.6,7.4
26550,6.9,40,40,-5.4,3.6,7.4
28345,1.4,43,44,-5.4,3.6,7.4
16425,4.1,29,30,-5.4,3.6,7.4
17825,0.4,66,66,-5.4,3.6,7.4
16310,1.4,50,50,-5.4,3.6,7.4
16310,1.4,397,470,-5.4,3.6,7.4
14015,2.6,101,103,-5.4,3.6,7.4
21000,3.1,61,64,-5.4,3.6,7.4
16310,1.4,119,120,-5.4,3.6,7.4
16310,1.4,359,363,-5.4,3.6,7.4
14075,1.7,60,60,-5.4,3.6,7.4
10140,3.4,45,45,-5.4,3.6,7.4
7790,1.4,72,72,-5.4,3.6,7.4
29180,2.8,23,27,-5.4,3.6,7.4
28345,1.4,34,35,-5.4,3.6,7.4
25640,9.6,100,106,-5.4,3.6,7.4
18500,1.5,40,40,-5.4,3.6,7.4
29180,2.8,24,25,-5.4,3.6,7.4
20635,4.6,62,62,-5.4,3.6,7.4
29180,2.8,48,50,-5.4,3.6,7.4
32790,4.6,53,53,-5.4,3.6,7.4
24775,7.4,50,51,-5.4,3.6,7.4
7790,1.4,1222,1466,1.2,10.6,7.4
34635,3.7,121,124,1.2,10.6,7.4
29180,2.8,69,76,1.2,10.6,7.4
27870,7.4,318,374,1.2,10.6,7.4
34650,14.9,23,28,1.2,10.6,7.4
26550,9.6,401,460,1.2,10.6,7.4
21000,3.1,171,171,1.2,10.6,7.4
16310,1.4,112,90,1.2,10.6,7.4
16615,3.1,87,89,1.2,10.6,7.4
16310,1.4,524,532,1.2,10.6,7.4
43365,7.6,37,42,1.2,10.6,7.4
18500,1.5,169,177,1.2,10.6,7.4
21075,2.2,55,56,1.2,10.6,7.4
28345,1.4,121,126,1.2,10.6,7.4
20840,2.6,95,95,1.2,10.6,7.4
16310,1.4,51,51,1.2,10.6,7.4
43365,7.6,49,50,1.2,10.6,7.4
17955,7.3,39,40,1.2,10.6,7.4
15005,2.9,31,33,1.2,10.6,7.4
17825,0.4,15,16,1.2,10.6,7.4
28345,1.4,59,63,1.2,10.6,7.4
28345,1.4,44,45,1.2,10.6,7.4
14685,5.9,70,70,1.2,10.6,7.4
10010,0.6,99,100,1.2,10.6,7.4
17050,3.6,90,90,1.2,10.6,7.4
34365,3.7,30,30,1.2,10.6,7.4
17050,3.6,363,377,1.2,10.6,7.4
21000,3.1,84,88,1.2,10.6,7.4
9855,1.5,43,45,1.2,10.6,7.4
11565,1.7,39,40,1.2,10.6,7.4
13985,1.7,89,91,1.2,10.6,7.4
13735,1.4,12,14,1.2,10.6,7.4
25640,9.6,22,22,1.2,10.6,7.4
26550,6.9,40,40,1.2,10.6,7.4
28345,1.4,44,44,1.2,10.6,7.4
16425,4.1,29,30,1.2,10.6,7.4
17825,0.4,66,66,1.2,10.6,7.4
16310,1.4,49,50,1.2,10.6,7.4
16310,1.4,397,470,1.2,10.6,7.4
14015,2.6,102,103,1.2,10.6,7.4
21000,3.1,62,64,1.2,10.6,7.4
16310,1.4,120,120,1.2,10.6,7.4
16310,1.4,359,363,1.2,10.6,7.4
14075,1.7,60,60,1.2,10.6,7.4
10140,3.4,45,45,1.2,10.6,7.4
7790,1.4,72,72,1.2,10.6,7.4
29180,2.8,23,27,1.2,10.6,7.4
28345,1.4,34,35,1.2,10.6,7.4
25640,9.6,100,106,1.2,10.6,7.4
18500,1.5,40,40,1.2,10.6,7.4
29180,2.8,24,25,1.2,10.6,7.4
20635,4.6,61,62,1.2,10.6,7.4
29180,2.8,49,50,1.2,10.6,7.4
32790,4.6,53,53,1.2,10.6,7.4
24775,7.4,50,51,1.2,10.6,7.4
7790,1.4,1217,1466,7.5,17.2,7.4
34635,3.7,124,124,7.5,17.2,7.4
29180,2.8,69,76,7.5,17.2,7.4
27870,7.4,318,374,7.5,17.2,7.4
34650,14.9,22,28,7.5,17.2,7.4
26550,9.6,400,580,7.5,17.2,7.4
21000,3.1,170,171,7.5,17.2,7.4
16310,1.4,112,90,7.5,17.2,7.4
16615,3.1,88,89,7.5,17.2,7.4
16310,1.4,521,532,7.5,17.2,7.4
43365,7.6,37,42,7.5,17.2,7.4
18500,1.5,162,177,7.5,17.2,7.4
21075,2.2,55,56,7.5,17.2,7.4
28345,1.4,122,126,7.5,17.2,7.4
20840,2.6,95,95,7.5,17.2,7.4
16310,1.4,51,51,7.5,17.2,7.4
43365,7.6,49,50,7.5,17.2,7.4
17955,7.3,38,40,7.5,17.2,7.4
15005,2.9,31,33,7.5,17.2,7.4
17825,0.4,15,16,7.5,17.2,7.4
28345,1.4,59,63,7.5,17.2,7.4
28345,1.4,43,45,7.5,17.2,7.4
14685,5.9,70,70,7.5,17.2,7.4
10010,0.6,98,100,7.5,17.2,7.4
17050,3.6,89,90,7.5,17.2,7.4
34365,3.7,30,30,7.5,17.2,7.4
17050,3.6,365,377,7.5,17.2,7.4
21000,3.1,85,88,7.5,17.2,7.4
9855,1.5,45,45,7.5,17.2,7.4
11565,1.7,39,40,7.5,17.2,7.4
13985,1.7,89,91,7.5,17.2,7.4
13735,1.4,12,14,7.5,17.2,7.4
25640,9.6,22,22,7.5,17.2,7.4
26550,6.9,40,40,7.5,17.2,7.4
28345,1.4,43,44,7.5,17.2,7.4
16425,4.1,29,30,7.5,17.2,7.4
17825,0.4,66,66,7.5,17.2,7.4
16310,1.4,49,50,7.5,17.2,7.4
16310,1.4,381,470,7.5,17.2,7.4
14015,2.6,103,103,7.5,17.2,7.4
21000,3.1,63,64,7.5,17.2,7.4
16310,1.4,120,120,7.5,17.2,7.4
16310,1.4,359,363,7.5,17.2,7.4
14075,1.7,60,60,7.5,17.2,7.4
10140,3.4,45,45,7.5,17.2,7.4
7790,1.4,72,72,7.5,17.2,7.4
29180,2.8,23,27,7.5,17.2,7.4
28345,1.4,35,35,7.5,17.2,7.4
25640,9.6,100,98,7.5,17.2,7.4
18500,1.5,39,40,7.5,17.2,7.4
29180,2.8,24,25,7.5,17.2,7.4
20635,4.6,60,62,7.5,17.2,7.4
29180,2.8,49,50,7.5,17.2,7.4
32790,4.6,53,53,7.5,17.2,7.4
24775,7.4,50,51,7.5,17.2,7.4
7790,1.4,1221,1466,-0.4,11.5,7.4
34635,3.7,124,124,-0.4,11.5,7.4
29180,2.8,69,76,-0.4,11.5,7.4
27870,7.4,320,374,-0.4,11.5,7.4
34650,14.9,22,28,-0.4,11.5,7.4
26550,9.6,405,580,-0.4,11.5,7.4
21000,3.1,169,171,-0.4,11.5,7.4
16310,1.4,112,90,-0.4,11.5,7.4
16615,3.1,89,89,-0.4,11.5,7.4
16310,1.4,528,532,-0.4,11.5,7.4
43365,7.6,37,42,-0.4,11.5,7.4
18500,1.5,161,168,-0.4,11.5,7.4
21075,2.2,55,56,-0.4,11.5,7.4
28345,1.4,122,126,-0.4,11.5,7.4
20840,2.6,94,95,-0.4,11.5,7.4
16310,1.4,50,51,-0.4,11.5,7.4
43365,7.6,49,50,-0.4,11.5,7.4
17955,7.3,36,40,-0.4,11.5,7.4
15005,2.9,32,33,-0.4,11.5,7.4
17825,0.4,15,16,-0.4,11.5,7.4
28345,1.4,59,63,-0.4,11.5,7.4
28345,1.4,42,45,-0.4,11.5,7.4
14685,5.9,70,70,-0.4,11.5,7.4
10010,0.6,100,100,-0.4,11.5,7.4
17050,3.6,90,90,-0.4,11.5,7.4
34365,3.7,30,30,-0.4,11.5,7.4
17050,3.6,363,377,-0.4,11.5,7.4
21000,3.1,85,88,-0.4,11.5,7.4
9855,1.5,45,45,-0.4,11.5,7.4
11565,1.7,40,40,-0.4,11.5,7.4
13985,1.7,90,91,-0.4,11.5,7.4
13735,1.4,13,14,-0.4,11.5,7.4
25640,9.6,22,22,-0.4,11.5,7.4
26550,6.9,39,40,-0.4,11.5,7.4
28345,1.4,43,44,-0.4,11.5,7.4
16425,4.1,29,30,-0.4,11.5,7.4
17825,0.4,66,66,-0.4,11.5,7.4
16310,1.4,50,50,-0.4,11.5,7.4
16310,1.4,383,470,-0.4,11.5,7.4
14015,2.6,102,103,-0.4,11.5,7.4
21000,3.1,62,64,-0.4,11.5,7.4
16310,1.4,120,120,-0.4,11.5,7.4
16310,1.4,360,363,-0.4,11.5,7.4
14075,1.7,60,60,-0.4,11.5,7.4
10140,3.4,44,45,-0.4,11.5,7.4
7790,1.4,72,72,-0.4,11.5,7.4
29180,2.8,22,27,-0.4,11.5,7.4
28345,1.4,32,35,-0.4,11.5,7.4
25640,9.6,100,98,-0.4,11.5,7.4
18500,1.5,40,40,-0.4,11.5,7.4
29180,2.8,24,25,-0.4,11.5,7.4
20635,4.6,60,62,-0.4,11.5,7.4
29180,2.8,48,51,-0.4,11.5,7.4
32790,4.6,53,53,-0.4,11.5,7.4
24775,7.4,50,51,-0.4,11.5,7.4
7790,1.4,1217,1466,-0.9,3.8,7.4
34635,3.7,124,124,-0.9,3.8,7.4
29180,2.8,71,76,-0.9,3.8,7.4
27870,7.4,320,374,-0.9,3.8,7.4
34650,14.9,20,28,-0.9,3.8,7.4
26550,9.6,407,580,-0.9,3.8,7.4
21000,3.1,168,171,-0.9,3.8,7.4
16310,1.4,112,90,-0.9,3.8,7.4
16615,3.1,89,89,-0.9,3.8,7.4
16310,1.4,526,532,-0.9,3.8,7.4
43365,7.6,36,42,-0.9,3.8,7.4
18500,1.5,162,167,-0.9,3.8,7.4
21075,2.2,54,56,-0.9,3.8,7.4
28345,1.4,125,126,-0.9,3.8,7.4
20840,2.6,95,95,-0.9,3.8,7.4
16310,1.4,51,51,-0.9,3.8,7.4
43365,7.6,49,50,-0.9,3.8,7.4
17955,7.3,37,40,-0.9,3.8,7.4
15005,2.9,31,33,-0.9,3.8,7.4
17825,0.4,15,16,-0.9,3.8,7.4
28345,1.4,60,63,-0.9,3.8,7.4
28345,1.4,43,45,-0.9,3.8,7.4
14685,5.9,70,70,-0.9,3.8,7.4
10010,0.6,99,100,-0.9,3.8,7.4
17050,3.6,90,90,-0.9,3.8,7.4
34365,3.7,30,30,-0.9,3.8,7.4
17050,3.6,362,377,-0.9,3.8,7.4
21000,3.1,86,88,-0.9,3.8,7.4
9855,1.5,44,45,-0.9,3.8,7.4
11565,1.7,39,40,-0.9,3.8,7.4
13985,1.7,89,91,-0.9,3.8,7.4
13735,1.4,13,14,-0.9,3.8,7.4
25640,9.6,22,22,-0.9,3.8,7.4
26550,6.9,38,40,-0.9,3.8,7.4
28345,1.4,44,44,-0.9,3.8,7.4
16425,4.1,29,30,-0.9,3.8,7.4
17825,0.4,66,66,-0.9,3.8,7.4
16310,1.4,50,50,-0.9,3.8,7.4
16310,1.4,377,470,-0.9,3.8,7.4
14015,2.6,103,103,-0.9,3.8,7.4
21000,3.1,63,64,-0.9,3.8,7.4
16310,1.4,120,120,-0.9,3.8,7.4
16310,1.4,361,363,-0.9,3.8,7.4
14075,1.7,60,60,-0.9,3.8,7.4
10140,3.4,45,45,-0.9,3.8,7.4
7790,1.4,72,72,-0.9,3.8,7.4
29180,2.8,22,27,-0.9,3.8,7.4
28345,1.4,33,35,-0.9,3.8,7.4
25640,9.6,100,98,-0.9,3.8,7.4
18500,1.5,40,40,-0.9,3.8,7.4
29180,2.8,24,25,-0.9,3.8,7.4
20635,4.6,62,62,-0.9,3.8,7.4
29180,2.8,50,50,-0.9,3.8,7.4
32790,4.6,53,53,-0.9,3.8,7.4
24775,7.4,49,51,-0.9,3.8,7.4
7790,1.4,1218,1466,0.6,6.3,7.4
34635,3.7,124,124,0.6,6.3,7.4
29180,2.8,71,76,0.6,6.3,7.4
27870,7.4,321,374,0.6,6.3,7.4
34650,14.9,22,28,0.6,6.3,7.4
26550,9.6,407,580,0.6,6.3,7.4
21000,3.1,169,171,0.6,6.3,7.4
16310,1.4,112,90,0.6,6.3,7.4
16615,3.1,89,89,0.6,6.3,7.4
16310,1.4,527,532,0.6,6.3,7.4
43365,7.6,37,42,0.6,6.3,7.4
18500,1.5,160,167,0.6,6.3,7.4
21075,2.2,55,56,0.6,6.3,7.4
28345,1.4,124,126,0.6,6.3,7.4
20840,2.6,95,95,0.6,6.3,7.4
16310,1.4,51,51,0.6,6.3,7.4
43365,7.6,49,50,0.6,6.3,7.4
17955,7.3,37,40,0.6,6.3,7.4
15005,2.9,31,33,0.6,6.3,7.4
17825,0.4,15,16,0.6,6.3,7.4
28345,1.4,60,63,0.6,6.3,7.4
28345,1.4,43,45,0.6,6.3,7.4
14685,5.9,70,70,0.6,6.3,7.4
10010,0.6,98,100,0.6,6.3,7.4
17050,3.6,90,90,0.6,6.3,7.4
34365,3.7,30,30,0.6,6.3,7.4
17050,3.6,363,377,0.6,6.3,7.4
21000,3.1,86,88,0.6,6.3,7.4
9855,1.5,45,45,0.6,6.3,7.4
11565,1.7,39,40,0.6,6.3,7.4
13985,1.7,89,91,0.6,6.3,7.4
13735,1.4,13,14,0.6,6.3,7.4
25640,9.6,22,22,0.6,6.3,7.4
26550,6.9,40,40,0.6,6.3,7.4
28345,1.4,44,44,0.6,6.3,7.4
16425,4.1,29,30,0.6,6.3,7.4
17825,0.4,66,66,0.6,6.3,7.4
16310,1.4,50,50,0.6,6.3,7.4
16310,1.4,374,470,0.6,6.3,7.4
14015,2.6,103,103,0.6,6.3,7.4
21000,3.1,61,64,0.6,6.3,7.4
16310,1.4,120,120,0.6,6.3,7.4
16310,1.4,362,363,0.6,6.3,7.4
14075,1.7,60,60,0.6,6.3,7.4
10140,3.4,45,45,0.6,6.3,7.4
7790,1.4,72,72,0.6,6.3,7.4
29180,2.8,22,27,0.6,6.3,7.4
28345,1.4,35,35,0.6,6.3,7.4
25640,9.6,100,98,0.6,6.3,7.4
18500,1.5,40,40,0.6,6.3,7.4
29180,2.8,24,25,0.6,6.3,7.4
20635,4.6,61,62,0.6,6.3,7.4
29180,2.8,50,50,0.6,6.3,7.4
32790,4.6,53,53,0.6,6.3,7.4
24775,7.4,48,51,0.6,6.3,7.4
7790,1.4,1216,1466,2.6,8.9,7.4
34635,3.7,120,124,2.6,8.9,7.4
29180,2.8,69,76,2.6,8.9,7.4
27870,7.4,316,374,2.6,8.9,7.4
34650,14.9,22,28,2.6,8.9,7.4
26550,9.6,423,780,2.6,8.9,7.4
21000,3.1,167,171,2.6,8.9,7.4
16310,1.4,112,90,2.6,8.9,7.4
16615,3.1,89,89,2.6,8.9,7.4
16310,1.4,519,532,2.6,8.9,7.4
43365,7.6,37,42,2.6,8.9,7.4
18500,1.5,161,167,2.6,8.9,7.4
21075,2.2,56,56,2.6,8.9,7.4
28345,1.4,123,126,2.6,8.9,7.4
20840,2.6,94,95,2.6,8.9,7.4
16310,1.4,51,51,2.6,8.9,7.4
43365,7.6,48,50,2.6,8.9,7.4
17955,7.3,40,40,2.6,8.9,7.4
15005,2.9,32,33,2.6,8.9,7.4
17825,0.4,15,16,2.6,8.9,7.4
28345,1.4,60,63,2.6,8.9,7.4
28345,1.4,45,45,2.6,8.9,7.4
14685,5.9,70,70,2.6,8.9,7.4
10010,0.6,95,100,2.6,8.9,7.4
17050,3.6,90,90,2.6,8.9,7.4
34365,3.7,30,30,2.6,8.9,7.4
17050,3.6,363,377,2.6,8.9,7.4
21000,3.1,86,88,2.6,8.9,7.4
9855,1.5,45,45,2.6,8.9,7.4
11565,1.7,39,40,2.6,8.9,7.4
13985,1.7,89,91,2.6,8.9,7.4
13735,1.4,14,14,2.6,8.9,7.4
25640,9.6,22,22,2.6,8.9,7.4
26550,6.9,40,40,2.6,8.9,7.4
28345,1.4,44,44,2.6,8.9,7.4
16425,4.1,29,30,2.6,8.9,7.4
17825,0.4,66,66,2.6,8.9,7.4
16310,1.4,50,50,2.6,8.9,7.4
16310,1.4,377,470,2.6,8.9,7.4
14015,2.6,103,103,2.6,8.9,7.4
21000,3.1,61,64,2.6,8.9,7.4
16310,1.4,120,120,2.6,8.9,7.4
16310,1.4,362,363,2.6,8.9,7.4
14075,1.7,60,60,2.6,8.9,7.4
10140,3.4,45,45,2.6,8.9,7.4
7790,1.4,72,72,2.6,8.9,7.4
29180,2.8,23,27,2.6,8.9,7.4
28345,1.4,35,35,2.6,8.9,7.4
25640,9.6,100,98,2.6,8.9,7.4
18500,1.5,40,40,2.6,8.9,7.4
29180,2.8,24,25,2.6,8.9,7.4
20635,4.6,62,62,2.6,8.9,7.4
29180,2.8,49,50,2.6,8.9,7.4
32790,4.6,53,53,2.6,8.9,7.4
24775,7.4,49,51,2.6,8.9,7.4
7790,1.4,1209,1466,-0.1,4.7,7.4
34635,3.7,124,124,-0.1,4.7,7.4
29180,2.8,67,76,-0.1,4.7,7.4
27870,7.4,319,374,-0.1,4.7,7.4
